True,Player,SalStartYr,FG,FTA,AST,TRB,PTS,BLK,years_of_exp,Pos,Salary,salary_before,Cluster
Andre Miller,49,19,4.9,4.8,5.4,3.2,14.0,0.1,11,5,7269264.0,6730800.0,1
Andre Miller,49,20,4.8,3.6,7.0,3.7,12.7,0.1,12,5,7807728.0,7269264.0,1
Andre Miller,49,21,3.7,2.6,6.7,3.3,9.7,0.1,13,12,5000000.0,7807728.0,0
Andre Miller,49,22,3.7,2.4,5.9,2.9,9.6,0.1,14,5,5000000.0,5000000.0,0
Andre Miller,49,23,1.8,1.3,3.4,2.2,4.9,0.2,15,12,4625000.0,5000000.0,0
Andre Miller,49,24,1.8,1.0,3.5,1.9,4.4,0.1,16,5,1490369.0,4625000.0,0
Andre Roberson,50,24,1.4,0.7,1.0,3.8,3.4,0.4,2,12,1210800.0,1160880.0,0
Andre Roberson,50,25,1.9,0.8,0.7,3.6,4.8,0.6,3,12,2183072.0,1210800.0,0
Andre Roberson,50,26,2.7,1.4,1.0,5.1,6.6,1.0,4,8,9259260.0,2183072.0,1
Andre Roberson,50,27,2.2,1.0,1.2,4.7,5.0,0.9,5,12,10000000.0,9259260.0,1
Andre Turner,51,0,2.4,1.2,4.4,2.2,5.9,0.0,5,5,130000.0,250000.0,0
Andre Turner,51,1,1.6,1.1,2.5,1.3,4.1,0.0,6,5,140000.0,130000.0,0
Andrea Bargnani,52,17,3.6,2.2,1.1,3.7,10.2,0.5,2,2,5176440.0,4838880.0,0
Andrea Bargnani,52,18,5.5,3.4,1.2,5.3,15.4,1.2,3,2,6527491.0,5176440.0,0
Andrea Bargnani,52,19,6.7,2.9,1.2,6.2,17.2,1.4,4,2,8500000.0,6527491.0,1
Andrea Bargnani,52,20,8.0,5.3,1.8,5.2,21.4,0.7,5,0,9250000.0,8500000.0,1
Andrea Bargnani,52,21,6.7,5.6,2.0,5.5,19.5,0.5,6,0,10000000.0,9250000.0,1
Andrea Bargnani,52,22,4.9,2.2,1.1,3.7,12.7,0.7,7,2,11000000.0,10000000.0,1
Andrea Bargnani,52,23,5.3,2.4,1.1,5.3,13.3,1.2,8,0,12000000.0,11000000.0,1
Andrea Bargnani,52,24,5.7,3.7,1.6,4.4,14.8,0.9,9,0,1362897.0,12000000.0,0
Andrei Kirilenko,53,12,3.9,4.6,1.7,5.3,12.0,2.2,2,8,955800.0,893400.0,0
Andrei Kirilenko,53,13,5.3,6.4,3.1,8.1,16.5,2.8,3,2,1671694.0,955800.0,0
Andrei Kirilenko,53,14,5.0,6.3,3.2,6.2,15.6,3.3,4,2,10983000.0,1671694.0,1
Andrei Kirilenko,53,15,4.9,7.2,4.3,8.0,15.3,3.2,5,8,12364000.0,10983000.0,1
Andrei Kirilenko,53,16,2.8,3.4,2.9,4.7,8.3,2.1,6,8,13735000.0,12364000.0,1
Andrei Kirilenko,53,17,3.8,3.6,4.0,4.7,11.0,1.5,7,8,15106000.0,13735000.0,1
Andrei Kirilenko,53,18,3.8,4.6,2.6,4.8,11.6,1.1,8,2,16452000.0,15106000.0,1
Andrei Kirilenko,53,19,4.2,4.0,2.7,4.6,11.9,1.2,9,8,17823000.0,16452000.0,2
Andrei Kirilenko,53,22,4.4,3.9,2.8,5.7,12.4,1.0,11,8,3183000.0,17823000.0,0
Andrei Kirilenko,53,23,1.8,2.6,1.6,3.2,5.0,0.4,12,2,3326235.0,3183000.0,0
Andrew Bogut,54,16,5.3,2.9,3.0,8.8,12.3,0.5,2,0,4991520.0,4665960.0,0
Andrew Bogut,54,17,6.0,4.1,2.6,9.8,14.3,1.7,3,0,6294310.0,4991520.0,0
Andrew Bogut,54,19,6.9,3.4,1.8,10.2,15.9,2.5,5,0,11000000.0,6294310.0,1
Andrew Bogut,54,20,5.6,3.3,2.0,11.1,12.8,2.6,6,0,12000000.0,11000000.0,1
Andrew Bogut,54,21,5.1,1.9,2.6,8.3,11.3,2.0,7,0,13150000.0,12000000.0,1
Andrew Bogut,54,22,2.6,1.2,2.1,7.7,5.8,1.7,8,0,14200000.0,13150000.0,1
Andrew Bogut,54,25,2.5,0.7,2.3,7.0,5.4,1.6,11,0,11410378.0,14200000.0,1
Andrew Bogut,54,26,1.4,0.4,1.8,8.1,2.9,0.9,12,0,1078810.0,11410378.0,0
Andrew Bynum,55,16,3.0,2.6,1.1,5.9,7.8,1.6,2,0,2172000.0,1078810.0,0
Andrew Bynum,55,19,6.0,4.0,1.0,8.3,15.0,1.4,5,0,13700000.0,2172000.0,1
Andrew Bynum,55,21,7.4,5.6,1.4,11.8,18.7,1.9,7,0,16473002.0,13700000.0,1
Andrew DeClercq,56,7,2.1,2.1,0.7,4.8,5.4,0.6,3,0,1440000.0,276000.0,0
Andrew Harrison,57,27,3.2,2.8,3.2,2.3,9.5,0.5,2,5,354500.0,1312611.0,0
Andrew Lang,58,0,1.7,2.1,0.4,4.8,4.9,2.0,3,0,700000.0,354500.0,0
Andrew Lang,58,1,3.1,2.0,0.5,6.7,7.7,2.5,4,0,1040000.0,700000.0,0
Andrew Lang,58,2,2.0,1.6,1.1,6.0,5.3,1.9,5,0,1228000.0,1040000.0,0
Andrew Lang,58,3,2.6,1.3,0.6,3.8,6.1,1.1,6,0,1596000.0,1228000.0,0
Andrew Lang,58,4,3.9,2.3,0.9,5.6,9.7,1.8,7,0,1964000.0,1596000.0,0
Andrew Lang,58,5,5.0,2.2,0.9,6.4,11.7,1.8,8,0,2332000.0,1964000.0,0
Andrew Lang,58,7,0.9,1.0,0.3,2.7,2.7,0.5,10,0,3068000.0,2332000.0,0
Andrew Nicholson,59,23,2.4,0.8,0.3,3.4,5.7,0.3,2,2,1545840.0,3068000.0,0
Andrew Nicholson,59,24,2.1,0.6,0.6,2.1,4.9,0.3,3,2,2380593.0,1545840.0,0
Andrew Nicholson,59,25,2.6,1.2,0.4,3.6,6.9,0.4,4,2,6088993.0,2380593.0,0
Andrew Nicholson,59,26,1.1,0.4,0.3,1.6,2.6,0.2,5,2,2844429.0,6088993.0,0
Andrew Wiggins,60,25,7.3,7.0,2.0,3.6,20.7,0.6,2,8,6006600.0,5758680.0,0
Andrew Wiggins,60,26,8.6,6.6,2.3,4.0,23.6,0.4,3,8,7574322.0,6006600.0,1
Andrew Wiggins,60,27,6.9,3.8,2.0,4.4,17.7,0.6,4,8,25467250.0,7574322.0,2
Andrew Wiggins,60,28,6.8,4.1,2.5,4.8,18.1,0.7,5,8,27504630.0,25467250.0,2
Andrew Wiggins,60,29,8.1,5.0,3.7,5.1,21.8,1.0,6,8,29542010.0,27504630.0,2
Anfernee Hardaway,61,4,7.6,6.0,7.2,4.4,20.9,0.3,2,5,5230000.0,4305000.0,0
Anfernee Hardaway,61,5,7.6,7.1,7.1,4.3,21.7,0.5,3,5,6655000.0,5230000.0,1
Anfernee Hardaway,61,6,7.1,5.8,5.6,4.5,20.5,0.6,4,5,7580000.0,6655000.0,1
Anfernee Hardaway,61,7,5.4,6.2,3.6,4.0,16.4,0.8,5,12,8505000.0,7580000.0,1
Anfernee Hardaway,61,8,6.0,4.2,5.3,5.7,15.8,0.5,6,12,9000000.0,8505000.0,1
Anfernee Hardaway,61,9,6.3,4.8,5.3,5.8,16.9,0.6,7,12,10130000.0,9000000.0,1
Anfernee Hardaway,61,10,3.8,2.8,3.8,4.5,9.8,0.3,8,12,11250000.0,10130000.0,1
Anfernee Hardaway,61,11,4.9,2.4,4.1,4.4,12.0,0.4,9,12,12375000.0,11250000.0,1
Anfernee Hardaway,61,12,4.4,1.7,4.1,4.4,10.6,0.4,10,12,13500000.0,12375000.0,1
Anfernee Hardaway,61,13,3.7,1.8,2.3,3.8,9.2,0.3,11,12,14625000.0,13500000.0,1
Anfernee Hardaway,61,14,3.0,1.2,2.0,2.4,7.3,0.1,12,8,15750000.0,14625000.0,1
Anfernee Simons,62,29,3.1,1.3,1.4,2.2,8.3,0.1,2,12,2252040.0,2149560.0,0
Ansu Sesay,63,13,1.4,0.8,0.3,1.6,3.5,0.4,3,8,745046.0,2252040.0,0
Antawn Jamison,64,9,8.3,4.8,2.1,8.3,19.6,0.3,2,8,2700000.0,2503800.0,0
Antawn Jamison,64,10,9.8,6.5,2.0,8.7,24.9,0.3,3,8,3388176.0,2700000.0,0
Antawn Jamison,64,11,7.5,5.4,2.0,6.8,19.7,0.5,4,8,10067750.0,3388176.0,1
Antawn Jamison,64,12,8.4,5.8,1.9,7.0,22.2,0.5,5,8,11326219.0,10067750.0,1
Antawn Jamison,64,13,6.0,3.6,0.9,6.3,14.8,0.4,6,8,12584688.0,11326219.0,1
Antawn Jamison,64,14,7.6,4.4,2.3,7.6,19.6,0.2,7,2,13843156.0,12584688.0,1
Antawn Jamison,64,15,8.0,3.6,1.9,9.3,20.5,0.1,8,8,15101625.0,13843156.0,1
Antawn Jamison,64,16,7.3,4.4,1.9,8.0,19.8,0.5,9,2,16360094.0,15101625.0,1
Antawn Jamison,64,17,7.8,5.5,1.5,10.2,21.4,0.4,10,2,9923285.0,16360094.0,1
Antawn Jamison,64,18,8.3,5.6,1.9,8.9,22.2,0.3,11,2,11641095.0,9923285.0,1
Antawn Jamison,64,19,7.2,4.5,1.3,8.4,18.7,0.3,12,2,13358905.0,11641095.0,1
Antawn Jamison,64,20,6.7,4.2,1.7,6.7,18.0,0.5,13,2,15076715.0,13358905.0,1
Antawn Jamison,64,21,6.5,4.2,2.0,6.3,17.2,0.7,14,2,1352181.0,15076715.0,0
Antawn Jamison,64,22,3.5,1.8,0.7,4.8,9.4,0.3,15,2,1399507.0,1352181.0,0
Anthony Bennett,65,24,2.2,1.1,0.8,3.8,5.2,0.3,2,2,4597276.0,5563920.0,0
Anthony Bennett,65,25,0.4,0.5,0.0,1.2,1.5,0.0,3,2,1015696.0,4597276.0,0
Anthony Bonner,66,1,3.7,3.1,1.6,6.1,9.4,0.3,2,2,763000.0,1015696.0,0
Anthony Bonner,66,2,3.3,3.4,1.4,6.5,8.6,0.2,3,2,650000.0,763000.0,0
Anthony Bonner,66,4,1.5,1.2,1.4,4.5,3.8,0.4,5,2,1690000.0,650000.0,0
Anthony Bowie,67,1,6.0,2.6,3.1,4.7,14.6,0.7,3,12,900000.0,1690000.0,0
Anthony Bowie,67,2,3.5,1.1,2.3,2.5,8.0,0.2,4,12,900000.0,900000.0,0
Anthony Bowie,67,3,2.0,0.7,1.5,1.7,4.6,0.2,5,12,900000.0,900000.0,0
Anthony Bowie,67,4,2.3,0.9,2.1,1.8,5.5,0.3,6,12,370000.0,900000.0,0
Anthony Carter,68,10,2.7,1.4,3.7,2.5,6.4,0.1,2,5,3250000.0,1200000.0,0
Anthony Carter,68,11,1.9,0.8,4.7,2.5,4.3,0.1,3,5,3656250.0,3250000.0,0
Anthony Carter,68,12,1.7,1.0,4.1,1.7,4.1,0.1,4,5,751179.0,3656250.0,0
Anthony Carter,68,14,1.1,0.8,2.4,1.0,2.7,0.3,6,5,900498.0,751179.0,0
Anthony Carter,68,17,3.1,1.2,5.5,2.9,7.8,0.4,9,5,1147533.0,900498.0,0
Anthony Carter,68,18,2.1,1.0,4.7,2.6,5.3,0.2,10,5,1306455.0,1147533.0,0
Anthony Carter,68,19,1.4,0.2,3.0,1.6,3.3,0.2,11,5,1352181.0,1306455.0,0
Anthony Carter,68,20,1.4,0.2,2.1,1.5,3.3,0.2,12,5,1352181.0,1352181.0,0
Anthony Davis,69,23,7.8,6.6,1.6,10.0,20.8,2.8,2,2,5607240.0,5375760.0,0
Anthony Davis,69,24,9.4,6.8,2.2,10.2,24.4,2.9,3,2,7070730.0,5607240.0,1
Anthony Davis,69,25,9.2,7.0,1.9,10.3,24.3,2.0,4,0,22116750.0,7070730.0,2
Anthony Davis,69,26,10.3,8.6,2.1,11.8,28.0,2.2,5,0,23775506.0,22116750.0,2
Anthony Davis,69,27,10.4,8.0,2.3,11.1,28.1,2.6,6,2,25434263.0,23775506.0,2
Anthony Davis,69,28,9.5,7.7,3.9,12.0,25.9,2.4,7,0,27093019.0,25434263.0,2
Anthony Davis,69,29,8.9,8.5,3.2,9.3,26.1,2.3,8,2,32742000.0,27093019.0,2
Anthony Goldwire,70,6,2.2,1.3,3.7,1.4,6.5,0.0,2,5,330000.0,250000.0,0
Anthony Goldwire,70,13,0.6,0.1,1.0,0.6,1.5,0.0,6,5,116713.0,330000.0,0
Anthony Goldwire,70,14,1.7,0.9,2.4,1.8,5.2,0.0,7,5,74652.0,116713.0,0
Anthony Johnson,71,8,1.9,1.7,2.2,1.5,5.0,0.1,2,5,1100000.0,1000000.0,0
Anthony Johnson,71,9,1.1,0.7,1.3,0.9,2.8,0.1,3,5,1244880.0,1100000.0,0
Anthony Johnson,71,11,1.1,0.7,1.4,0.9,2.8,0.0,5,12,699935.0,1244880.0,0
Anthony Johnson,71,12,1.6,1.1,1.3,1.2,4.1,0.1,6,5,813679.0,699935.0,0
Anthony Johnson,71,13,2.3,1.3,2.8,1.8,6.2,0.1,7,5,2200000.0,813679.0,0
Anthony Johnson,71,14,3.2,1.8,4.8,2.8,8.4,0.2,8,5,2420000.0,2200000.0,0
Anthony Johnson,71,15,3.6,1.9,4.3,2.2,9.2,0.3,9,5,2640000.0,2420000.0,0
Anthony Johnson,71,16,2.1,0.9,3.0,1.5,5.3,0.0,10,5,2860000.0,2640000.0,0
Anthony Johnson,71,17,2.2,0.6,3.8,2.0,5.6,0.1,11,5,1910000.0,2860000.0,0
Anthony Johnson,71,18,1.9,1.0,2.5,1.8,5.3,0.1,12,5,2160000.0,1910000.0,0
Anthony Mason,72,3,2.8,2.2,2.1,5.8,7.2,0.1,5,2,1200000.0,2160000.0,0
Anthony Mason,72,4,3.7,3.9,3.1,8.4,9.9,0.3,6,2,3472000.0,1200000.0,0
Anthony Mason,72,6,5.9,5.9,5.7,11.4,16.2,0.5,8,2,3471500.0,3472000.0,0
Anthony Mason,72,7,4.8,5.0,4.2,10.2,12.8,0.2,9,2,4165000.0,3471500.0,0
Anthony Mason,72,9,3.9,5.1,4.5,8.5,11.6,0.4,10,8,5550000.0,4165000.0,0
Anthony Mason,72,11,3.9,2.7,4.2,7.9,9.6,0.3,12,2,4370819.0,5550000.0,0
Anthony Mason,72,12,2.9,1.8,3.2,6.4,7.2,0.2,13,0,4348094.0,4370819.0,0
Anthony Miller,73,8,1.0,0.8,0.2,2.3,2.4,0.2,5,2,30000.0,550000.0,0
Anthony Morrow,74,19,4.8,1.7,1.5,3.8,13.0,0.2,2,12,4000000.0,736420.0,0
Anthony Morrow,74,20,4.8,1.8,1.2,3.0,13.2,0.1,3,12,4000000.0,4000000.0,0
Anthony Morrow,74,21,4.4,1.7,1.0,2.0,12.0,0.1,4,12,4000000.0,4000000.0,0
Anthony Morrow,74,22,1.6,0.5,0.3,0.7,4.0,0.0,5,12,1027424.0,4000000.0,0
Anthony Morrow,74,23,3.1,1.1,0.8,1.8,8.4,0.2,6,12,3200000.0,1027424.0,0
Anthony Morrow,74,24,3.9,1.2,0.8,2.6,10.7,0.1,7,12,3344000.0,3200000.0,0
Anthony Morrow,74,25,2.0,0.6,0.4,0.9,5.6,0.1,8,12,3488000.0,3344000.0,0
Anthony Parker,75,16,4.5,2.2,2.1,3.9,12.4,0.2,4,12,4350000.0,867120.0,0
Anthony Parker,75,17,4.8,1.5,2.2,4.1,12.5,0.2,5,12,4550000.0,4350000.0,0
Anthony Parker,75,18,4.0,1.8,3.4,4.0,10.7,0.2,6,12,2644230.0,4550000.0,0
Anthony Parker,75,19,2.5,1.2,1.9,2.9,7.3,0.2,7,12,2855700.0,2644230.0,0
Anthony Parker,75,20,3.1,1.3,3.0,3.0,8.3,0.1,8,8,2250000.0,2855700.0,0
Anthony Peeler,76,3,5.9,2.4,3.1,3.6,14.1,0.3,2,12,1120000.0,910000.0,0
Anthony Peeler,76,4,3.9,1.8,1.7,2.3,10.4,0.2,3,12,1330000.0,1120000.0,0
Anthony Peeler,76,5,3.7,1.2,1.6,1.9,9.7,0.1,4,12,1540000.0,1330000.0,0
Anthony Peeler,76,6,5.6,1.8,3.6,3.4,14.5,0.2,5,12,2012500.0,1540000.0,0
Anthony Peeler,76,7,5.0,1.2,3.6,3.2,12.3,0.2,6,12,2254000.0,2012500.0,0
Anthony Peeler,76,8,3.7,1.5,2.8,3.0,9.6,0.2,7,12,2495500.0,2254000.0,0
Anthony Peeler,76,9,3.9,1.3,2.4,2.8,9.8,0.1,8,12,2812500.0,2495500.0,0
Anthony Peeler,76,10,4.1,1.2,2.6,2.6,10.5,0.2,9,12,2978500.0,2812500.0,0
Anthony Peeler,76,11,3.5,0.7,2.2,2.5,9.0,0.1,10,12,3350812.0,2978500.0,0
Anthony Peeler,76,12,3.1,0.6,3.0,2.9,7.7,0.2,11,12,1070000.0,3350812.0,0
Anthony Peeler,76,13,2.1,0.8,1.6,2.0,5.7,0.1,12,12,1600000.0,1070000.0,0
Anthony Randolph,77,19,4.2,4.1,1.3,6.5,11.6,1.5,2,0,1965720.0,1837560.0,0
Anthony Randolph,77,20,3.1,2.2,0.8,4.0,7.6,0.6,3,1,2911231.0,1965720.0,0
Anthony Randolph,77,21,2.8,2.5,0.6,3.6,7.4,1.0,4,2,1674641.0,2911231.0,0
Anthony Randolph,77,22,1.4,1.2,0.3,2.4,3.7,0.5,5,2,1750000.0,1674641.0,0
Anthony Randolph,77,23,1.6,1.6,0.7,2.8,4.8,0.4,6,2,1825359.0,1750000.0,0
Anthony Tolliver,78,19,4.2,2.9,1.9,7.0,11.7,0.7,2,2,2200000.0,411529.0,0
Anthony Tolliver,78,20,2.2,2.0,1.3,4.5,6.7,0.4,3,8,2050000.0,2200000.0,0
Anthony Tolliver,78,21,1.4,1.1,0.4,3.0,4.1,0.4,4,8,915852.0,2050000.0,0
Anthony Tolliver,78,23,2.0,0.6,0.7,2.6,6.1,0.2,6,2,3000000.0,915852.0,0
Anthony Tolliver,78,24,2.1,0.9,0.8,3.1,6.3,0.2,7,2,3000000.0,3000000.0,0
Anthony Tolliver,78,25,1.8,0.7,0.7,3.2,5.3,0.2,8,2,8000000.0,3000000.0,1
Anthony Tolliver,78,26,2.4,1.3,1.2,3.6,7.1,0.3,9,2,5290000.0,8000000.0,0
Anthony Tolliver,78,27,2.8,1.7,1.1,3.1,8.9,0.3,10,2,5750000.0,5290000.0,0
Anthony Tolliver,78,28,1.5,0.9,0.7,2.7,5.0,0.3,11,2,434704.0,5750000.0,0
Antoine Carr,79,0,8.2,5.1,2.5,5.5,20.1,1.3,7,2,1263000.0,225000.0,0
Antoine Carr,79,1,4.4,2.6,0.8,4.3,10.9,1.2,8,2,1233000.0,1263000.0,0
Antoine Carr,79,2,5.3,3.2,1.4,5.5,13.1,1.2,9,2,1353000.0,1233000.0,0
Antoine Carr,79,3,2.3,1.7,0.4,1.5,5.8,0.6,10,2,666600.0,1353000.0,0
Antoine Carr,79,4,3.7,2.6,0.9,3.4,9.6,0.9,11,0,2525000.0,666600.0,0
Antoine Carr,79,5,2.9,1.8,0.9,2.5,7.3,0.8,12,8,2300000.0,2525000.0,0
Antoine Carr,79,6,3.1,1.5,0.9,2.4,7.4,0.8,13,2,1600000.0,2300000.0,0
Antoine Carr,79,8,1.2,0.4,0.5,1.7,2.6,0.6,15,2,1000000.0,1600000.0,0
Antoine Walker,80,7,8.8,5.8,3.3,10.2,22.4,0.7,2,2,2107000.0,1864080.0,0
Antoine Walker,80,8,7.2,4.8,3.1,8.5,18.7,0.7,3,2,9000000.0,2107000.0,1
Antoine Walker,80,9,7.9,5.4,3.7,8.0,20.5,0.4,4,2,10670000.0,9000000.0,1
Antoine Walker,80,10,8.8,4.3,5.5,8.9,23.4,0.6,5,2,11250000.0,10670000.0,1
Antoine Walker,80,11,8.2,4.0,5.0,8.8,22.1,0.5,6,2,12375000.0,11250000.0,1
Antoine Walker,80,12,7.7,3.7,4.8,7.2,20.1,0.4,7,2,13500000.0,12375000.0,1
Antoine Walker,80,13,5.9,2.3,4.5,8.3,14.0,0.8,8,2,14625000.0,13500000.0,1
Antoine Walker,80,14,7.5,4.8,3.4,9.0,19.1,0.8,9,2,6880000.0,14625000.0,1
Antoine Walker,80,15,4.8,1.6,2.0,5.1,12.2,0.4,10,2,7606820.0,6880000.0,1
Antoine Walker,80,16,3.4,1.3,1.7,4.3,8.5,0.2,11,2,8329640.0,7606820.0,1
Antoine Walker,80,17,3.0,1.4,1.0,3.7,8.0,0.2,12,2,8854475.0,8329640.0,1
Antoine Wright,81,16,1.7,1.2,0.9,2.8,4.5,0.2,2,12,1680600.0,1570920.0,0
Antoine Wright,81,17,2.4,1.2,1.4,2.6,6.3,0.4,3,12,1800000.0,1680600.0,0
Antoine Wright,81,18,2.8,1.5,1.2,2.1,7.3,0.4,4,8,2110550.0,1800000.0,0
Antoine Wright,81,19,2.4,1.1,1.1,2.8,6.5,0.2,5,8,992680.0,2110550.0,0
Antonio Daniels,82,8,1.8,1.4,2.3,1.1,4.7,0.1,2,5,2794920.0,2472000.0,0
Antonio Daniels,82,9,2.4,1.5,2.6,1.3,6.2,0.1,3,12,2841720.0,2794920.0,0
Antonio Daniels,82,10,3.5,2.0,3.8,2.1,9.4,0.2,4,5,3000000.0,2841720.0,0
Antonio Daniels,82,11,3.3,2.6,2.8,2.1,9.2,0.1,5,12,3375000.0,3000000.0,0
Antonio Daniels,82,12,1.3,1.1,1.3,1.1,3.7,0.1,6,12,2200000.0,3375000.0,0
Antonio Daniels,82,13,2.6,2.6,4.2,2.0,8.0,0.1,7,5,2200000.0,2200000.0,0
Antonio Daniels,82,14,3.6,4.1,4.1,2.3,11.2,0.0,8,5,5000000.0,2200000.0,0
Antonio Daniels,82,15,2.9,4.2,3.6,2.2,9.6,0.1,9,12,5400000.0,5000000.0,0
Antonio Daniels,82,16,2.2,3.1,3.6,1.9,7.1,0.1,10,12,5800000.0,5400000.0,0
Antonio Daniels,82,17,2.9,3.1,4.8,2.9,8.4,0.0,11,5,6200000.0,5800000.0,0
Antonio Daniels,82,18,1.3,1.4,2.4,1.0,4.1,0.0,12,5,5863580.0,6200000.0,0
Antonio Davis,83,5,2.9,4.2,0.5,6.1,8.8,0.8,3,2,5200000.0,700000.0,0
Antonio Davis,83,6,3.8,4.4,0.8,7.3,10.5,1.0,4,2,4500000.0,5200000.0,0
Antonio Davis,83,7,3.1,4.9,0.7,6.8,9.6,0.9,5,2,3500000.0,4500000.0,0
Antonio Davis,83,10,4.8,5.4,1.4,10.1,13.7,1.9,8,0,11000000.0,3500000.0,1
Antonio Davis,83,11,5.3,4.6,2.0,9.6,14.5,1.1,9,2,12000000.0,11000000.0,1
Antonio Harvey,84,4,1.3,0.8,0.4,1.7,3.0,0.7,2,2,400000.0,12000000.0,0
Antonio Harvey,84,5,1.5,1.5,0.3,3.6,3.7,0.9,3,2,247500.0,400000.0,0
Antonio Lang,85,5,1.0,1.1,0.3,1.3,2.8,0.3,2,8,520000.0,247500.0,0
Antonio McDyess,86,6,7.2,5.2,1.4,7.3,18.3,1.7,2,2,2876640.0,2545000.0,0
Antonio McDyess,86,7,6.1,4.1,1.3,7.6,15.1,1.7,3,2,9000000.0,2876640.0,1
Antonio McDyess,86,8,8.3,6.8,1.6,10.7,21.2,2.3,4,0,9900000.0,9000000.0,1
Antonio McDyess,86,9,7.6,6.4,2.0,8.5,19.1,1.7,5,2,11000000.0,9900000.0,1
Antonio McDyess,86,14,4.0,2.5,0.9,6.3,9.6,0.7,9,2,5393300.0,11000000.0,0
Antonio McDyess,86,15,3.5,1.5,1.1,5.3,7.8,0.6,10,2,5883600.0,5393300.0,0
Antonio McDyess,86,17,3.8,2.0,1.1,8.5,8.8,0.7,12,2,3950419.0,5883600.0,0
Antonio McDyess,86,19,2.7,0.7,1.1,5.9,5.8,0.4,14,2,4860000.0,3950419.0,0
Antonio McDyess,86,20,2.3,1.1,1.2,5.4,5.3,0.5,15,2,2640000.0,4860000.0,0
Archie Goodwin,87,24,1.9,2.0,1.1,1.8,5.6,0.2,2,12,1160160.0,1112280.0,0
Archie Goodwin,87,25,3.1,3.4,2.1,2.5,8.9,0.2,3,5,2350999.0,1160160.0,0
Armen Gilliam,88,0,6.5,4.4,1.4,8.0,16.6,0.7,4,2,1350000.0,2350999.0,0
Armen Gilliam,88,1,6.3,5.2,1.5,8.1,16.9,1.0,5,2,2300000.0,1350000.0,0
Armen Gilliam,88,2,4.5,4.1,1.5,5.9,12.4,0.7,6,2,1200000.0,2300000.0,0
Armen Gilliam,88,3,4.2,4.4,0.8,6.1,11.8,0.7,7,2,1560000.0,1200000.0,0
Armen Gilliam,88,4,5.5,4.8,1.2,7.5,14.8,1.1,8,2,1920000.0,1560000.0,0
Armen Gilliam,88,5,7.4,4.5,1.8,9.1,18.3,0.7,9,8,2317000.0,1920000.0,0
Armen Gilliam,88,7,4.0,4.1,1.3,5.4,11.2,0.5,11,2,3244000.0,2317000.0,0
Armen Gilliam,88,8,3.0,3.0,0.6,3.7,8.3,0.4,12,2,4019200.0,3244000.0,0
Aron Baynes,89,24,2.6,1.5,0.5,4.5,6.6,0.3,3,0,6500000.0,788872.0,0
Aron Baynes,89,25,2.4,2.0,0.6,4.7,6.3,0.6,4,0,6500000.0,6500000.0,0
Aron Baynes,89,27,2.6,1.0,1.1,5.4,6.0,0.6,6,0,5193600.0,6500000.0,0
Aron Baynes,89,28,2.1,1.2,1.1,4.7,5.6,0.7,7,0,5453280.0,5193600.0,0
Aron Baynes,89,29,4.4,1.8,1.6,5.6,11.5,0.5,8,0,7000000.0,5453280.0,1
Arron Afflalo,90,18,1.8,1.0,0.6,1.8,4.9,0.2,2,12,1086240.0,1015440.0,0
Arron Afflalo,90,19,3.3,1.2,1.7,3.1,8.8,0.4,3,12,1959577.0,1086240.0,0
Arron Afflalo,90,20,4.5,2.4,2.4,3.6,12.6,0.4,4,12,7562500.0,1959577.0,1
Arron Afflalo,90,21,5.3,4.0,2.4,3.2,15.2,0.2,5,12,7562500.0,7562500.0,1
Arron Afflalo,90,22,6.2,3.5,3.2,3.7,16.5,0.2,6,8,7562500.0,7562500.0,1
Arron Afflalo,90,23,6.4,4.6,3.4,3.6,18.2,0.0,7,12,7562500.0,7562500.0,1
Arron Afflalo,90,24,4.8,2.5,1.7,3.2,13.3,0.1,8,12,8000000.0,7562500.0,1
Arron Afflalo,90,25,5.0,1.8,2.0,3.7,12.8,0.1,9,12,12500000.0,8000000.0,1
Arron Afflalo,90,26,3.0,1.5,1.3,2.0,8.4,0.1,10,12,5328652.0,12500000.0,0
Arvydas Sabonis,91,6,4.8,4.2,2.1,7.9,13.4,1.2,2,0,3080000.0,2640000.0,0
Arvydas Sabonis,91,7,5.6,5.5,3.0,10.0,16.0,1.1,3,0,9000000.0,3080000.0,1
Arvydas Sabonis,91,8,4.6,3.5,2.4,7.9,12.1,1.3,4,0,9818481.0,9000000.0,1
Arvydas Sabonis,91,9,4.6,3.0,1.8,7.8,11.8,1.2,5,0,11250000.0,9818481.0,1
Austin Croshere,92,8,1.2,0.9,0.4,1.7,3.4,0.3,2,2,1515120.0,1340000.0,0
Austin Croshere,92,9,3.6,2.9,1.1,6.4,10.3,0.7,3,2,5310000.0,1515120.0,0
Austin Croshere,92,10,3.4,2.9,1.1,4.8,10.1,0.6,4,2,6310000.0,5310000.0,0
Austin Croshere,92,11,2.4,1.5,1.0,3.9,6.8,0.4,5,2,6960000.0,6310000.0,1
Austin Croshere,92,12,1.8,1.3,1.1,3.2,5.1,0.3,6,2,7610000.0,6960000.0,1
Austin Croshere,92,13,1.5,1.4,0.7,3.2,5.0,0.2,7,2,8260000.0,7610000.0,1
Austin Croshere,92,14,2.6,3.5,1.3,5.1,8.9,0.2,8,2,7900000.0,8260000.0,1
