,SalStartYr,Salary,Pos,Tm,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_cap,Per_of_Salary_Cap
163,2001,1436982.0,PF,IND,38,24.3,3.1,7.0,0.444,0.0,0.1,0.143,3.1,6.9,0.448,0.445,1.3,2.0,0.656,1.5,3.4,4.9,1.7,0.8,0.2,1.9,2.9,7.5,42500000,0.03381134117647059
164,2001,2475000.0,C,TOT,45,24.5,3.3,6.9,0.487,0.0,0.0,0.0,3.3,6.8,0.49,0.487,2.3,3.0,0.763,1.9,3.4,5.2,0.8,0.5,0.6,2.0,3.2,9.0,42500000,0.05823529411764706
165,2001,2400000.0,SG,NJN,50,28.4,3.6,8.5,0.425,0.6,1.8,0.348,3.0,6.7,0.445,0.462,1.5,1.9,0.77,1.0,3.0,3.9,1.8,1.0,0.2,0.9,1.7,9.4,42500000,0.05647058823529412
171,2001,6500312.0,PF,ATL,42,24.8,4.1,9.2,0.444,0.0,0.0,0.0,4.1,9.2,0.445,0.444,2.4,3.7,0.638,2.5,3.1,5.6,0.7,0.7,0.4,1.7,2.2,10.5,42500000,0.15294851764705883
172,2001,3000000.0,SF,CLE,10,17.5,1.9,4.8,0.389,0.0,0.1,0.125,1.8,4.6,0.398,0.391,0.5,0.8,0.652,0.3,1.3,1.6,1.4,0.5,0.4,1.1,1.8,4.3,42500000,0.07058823529411765
174,2001,10865250.0,SF,ORL,4,33.3,4.8,10.8,0.442,0.3,0.3,1.0,4.5,10.5,0.429,0.453,4.0,6.5,0.615,2.0,4.3,6.3,6.3,1.3,0.5,2.8,2.3,13.8,42500000,0.2556529411764706
175,2001,6600000.0,PF,PHI,75,31.1,3.7,7.7,0.474,0.0,0.0,0.0,3.7,7.7,0.474,0.474,2.3,3.6,0.63,3.1,5.9,9.0,0.6,0.5,0.4,1.7,3.2,9.6,42500000,0.15529411764705883
176,2001,1600000.0,SG,CHI,37,30.4,2.9,6.7,0.438,1.4,3.4,0.412,1.5,3.3,0.465,0.542,1.8,2.1,0.866,0.3,3.9,4.2,3.6,1.3,0.2,1.0,2.1,9.1,42500000,0.03764705882352941
177,2001,5300000.0,PF,LAL,1,20.1,1.9,4.8,0.387,0.7,2.0,0.346,1.2,2.8,0.415,0.458,0.7,1.1,0.711,1.2,2.6,3.7,1.6,0.7,0.7,1.0,2.7,5.2,42500000,0.12470588235294118
178,2001,465850.0,PG,MIA,0,11.0,2.1,4.9,0.421,0.4,1.1,0.345,1.7,3.8,0.443,0.46,0.5,0.7,0.686,0.1,0.7,0.8,1.0,0.3,0.0,0.7,1.2,5.0,42500000,0.010961176470588235
179,2001,12750000.0,SG,NYK,78,36.6,6.9,15.5,0.449,1.2,3.2,0.381,5.7,12.3,0.467,0.488,3.6,3.9,0.909,0.3,3.4,3.6,2.2,0.7,0.1,2.1,2.4,18.7,42500000,0.3
180,2001,18750000.0,PF,TOT,81,36.7,7.2,15.0,0.479,0.0,0.0,0.0,7.2,15.0,0.48,0.479,3.7,4.7,0.773,2.1,5.0,7.1,2.8,0.9,0.5,3.0,3.6,18.0,42500000,0.4411764705882353
181,2001,590850.0,PG,ORL,7,13.4,1.7,5.0,0.336,0.3,1.5,0.202,1.4,3.5,0.392,0.366,1.1,1.4,0.817,0.5,0.9,1.4,2.2,0.5,0.0,1.2,1.1,4.8,42500000,0.01390235294117647
182,2001,2343635.0,SG,GSW,45,36.9,6.2,16.1,0.383,0.3,1.5,0.187,5.9,14.6,0.403,0.391,3.9,5.0,0.766,1.5,4.0,5.5,4.5,1.9,0.6,3.0,2.9,16.5,42500000,0.05514435294117647
183,2001,3425760.0,PG,MIL,5,24.4,3.6,9.5,0.381,1.9,5.0,0.373,1.8,4.6,0.388,0.478,0.9,1.2,0.802,0.4,1.7,2.1,2.7,1.2,0.1,0.8,2.1,10.1,42500000,0.08060611764705883
184,2001,11250000.0,C,CLE,24,25.7,4.8,9.8,0.487,0.0,0.1,0.0,4.8,9.7,0.491,0.487,2.2,3.3,0.679,2.7,4.0,6.7,0.8,0.6,1.5,2.5,3.3,11.7,42500000,0.2647058823529412
185,2001,11250000.0,SG,PHI,71,42.0,10.7,25.5,0.42,1.4,4.3,0.32,9.4,21.2,0.441,0.447,8.2,10.1,0.814,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1,31.1,42500000,0.2647058823529412
186,2001,2475000.0,PG,SAC,7,20.9,2.9,6.7,0.439,0.5,1.3,0.375,2.4,5.3,0.455,0.476,0.8,1.1,0.739,0.9,2.2,3.1,2.0,1.1,0.1,1.3,1.8,7.2,42500000,0.05823529411764706
187,2001,3020834.0,SG,SAS,0,7.1,1.0,2.5,0.4,0.4,1.1,0.389,0.6,1.4,0.409,0.488,0.0,0.1,0.0,0.1,0.7,0.8,0.4,0.3,0.0,0.2,0.8,2.4,42500000,0.07107844705882353
188,2001,789170.0,SF,TOT,40,30.2,4.3,11.3,0.378,0.5,1.4,0.325,3.8,9.9,0.386,0.399,2.5,3.0,0.822,0.9,3.1,4.0,2.9,0.9,0.2,2.3,2.5,11.5,42500000,0.018568705882352942
189,2001,3250000.0,C,GSW,35,29.4,4.9,10.6,0.467,0.1,0.5,0.217,4.8,10.1,0.478,0.471,3.2,4.0,0.802,2.5,5.0,7.5,1.2,0.7,0.6,1.9,2.9,13.2,42500000,0.07647058823529412
190,2001,3860000.0,PG,TOT,82,31.2,2.9,7.0,0.419,0.8,2.5,0.338,2.1,4.5,0.463,0.479,0.9,1.1,0.785,0.8,2.9,3.7,8.0,1.0,0.1,2.1,1.7,7.6,42500000,0.0908235294117647
191,2001,590850.0,SF,NJN,40,21.6,3.2,7.4,0.425,0.7,2.0,0.335,2.5,5.4,0.458,0.47,1.3,1.8,0.719,0.5,2.2,2.7,1.8,1.1,0.2,1.7,2.2,8.2,42500000,0.01390235294117647
193,2001,943252.0,SF,CHH,0,6.6,0.5,1.7,0.308,0.0,0.1,0.333,0.5,1.6,0.306,0.317,0.4,0.5,0.857,0.5,0.7,1.2,0.3,0.1,0.2,0.3,0.9,1.5,42500000,0.02219416470588235
194,2001,3388176.0,SF,GSW,82,41.4,9.8,22.1,0.442,0.8,2.5,0.302,9.0,19.6,0.459,0.459,4.7,6.5,0.715,3.4,5.3,8.7,2.0,1.4,0.3,2.4,2.7,24.9,42500000,0.07972178823529412
196,2001,4538000.0,PG,SAS,20,23.5,2.4,5.5,0.447,0.0,0.1,0.167,2.4,5.3,0.452,0.448,0.7,1.1,0.683,0.4,1.2,1.5,4.3,0.6,0.1,1.1,1.6,5.6,42500000,0.10677647058823529
197,2001,2265240.0,SF,ATL,21,16.8,1.9,5.0,0.374,0.5,1.6,0.323,1.3,3.4,0.399,0.427,0.8,1.1,0.736,0.7,1.6,2.3,0.8,0.6,0.4,1.2,1.7,5.1,42500000,0.05329976470588235
199,2001,11335714.0,PF,NYK,65,32.4,3.8,9.2,0.411,0.8,2.5,0.313,3.0,6.7,0.448,0.454,1.6,2.0,0.797,1.4,4.2,5.6,2.0,0.6,0.4,1.5,3.2,9.9,42500000,0.26672268235294117
200,2001,565850.0,PG,VAN,10,19.9,2.4,5.9,0.409,1.2,3.3,0.364,1.2,2.6,0.465,0.51,0.5,0.7,0.712,0.2,1.5,1.7,3.2,0.5,0.0,1.1,0.8,6.5,42500000,0.013314117647058824
201,2001,10091250.0,SG,MIA,58,36.2,6.2,13.8,0.445,1.4,3.8,0.378,4.7,10.0,0.471,0.497,3.6,4.3,0.844,1.2,3.4,4.6,2.7,1.7,0.9,2.1,2.9,17.4,42500000,0.23744117647058824
202,2001,786600.0,SF,PHI,0,13.3,1.9,4.2,0.444,0.3,0.9,0.333,1.6,3.3,0.474,0.48,0.6,0.8,0.755,1.0,1.9,2.9,0.5,0.5,0.2,0.6,1.0,4.7,42500000,0.018508235294117648
203,2001,1500000.0,PF,WAS,1,14.2,1.3,3.4,0.392,0.0,0.1,0.167,1.3,3.3,0.401,0.395,0.9,1.2,0.745,1.8,3.0,4.9,0.7,0.4,0.2,0.5,2.1,3.6,42500000,0.03529411764705882
206,2001,12660000.0,PF,POR,3,15.9,2.5,6.1,0.407,0.1,0.2,0.364,2.4,5.9,0.408,0.412,1.5,1.9,0.771,0.9,2.9,3.8,1.0,0.7,0.3,1.5,2.7,6.5,42500000,0.2978823529411765
207,2001,2406250.0,PG,SAS,1,11.8,1.2,2.9,0.421,0.6,1.4,0.429,0.6,1.5,0.415,0.525,0.3,0.3,0.933,0.1,0.5,0.6,1.0,0.3,0.0,0.4,0.5,3.3,42500000,0.05661764705882353
210,2001,8447500.0,PG,PHO,76,39.8,5.9,14.2,0.411,0.9,3.0,0.297,5.0,11.2,0.442,0.443,4.3,5.2,0.814,1.2,5.2,6.4,9.8,2.2,0.3,3.7,2.2,16.9,42500000,0.19876470588235295
212,2001,4500000.0,PG,TOT,43,27.5,2.6,7.0,0.375,0.0,0.2,0.1,2.6,6.8,0.382,0.376,1.0,1.2,0.818,0.4,2.7,3.2,5.9,1.9,0.1,1.7,2.9,6.3,42500000,0.10588235294117647
213,2001,3600000.0,C,NYK,0,5.7,0.2,1.2,0.189,0.0,0.0,0.0,0.2,1.2,0.192,0.189,0.2,0.4,0.5,0.4,0.8,1.2,0.1,0.1,0.2,0.2,1.0,0.6,42500000,0.08470588235294117
215,2001,4500000.0,C-PF,TOT,48,21.3,3.6,7.1,0.503,0.1,0.2,0.308,3.5,6.9,0.507,0.506,2.2,2.6,0.833,1.5,3.2,4.7,1.6,0.9,0.6,1.8,3.1,9.3,42500000,0.10588235294117647
216,2001,3755142.0,C,DEN,74,31.5,5.0,10.4,0.477,0.7,1.8,0.367,4.3,8.6,0.499,0.508,2.3,3.4,0.698,2.2,5.6,7.8,1.4,0.5,2.6,1.2,3.7,12.9,42500000,0.08835628235294117
217,2001,1604880.0,SG,CLE,5,17.2,2.1,4.8,0.431,0.8,1.9,0.411,1.3,2.9,0.444,0.513,1.0,1.2,0.895,0.2,1.2,1.4,1.2,0.6,0.1,0.8,1.8,6.0,42500000,0.03776188235294118
218,2001,465850.0,SF,HOU,0,7.3,1.1,3.0,0.374,0.0,0.0,0.0,1.1,3.0,0.378,0.374,0.5,0.9,0.552,0.4,0.8,1.2,0.1,0.2,0.0,0.2,0.5,2.7,42500000,0.010961176470588235
219,2001,4252435.0,SG,DEN,58,29.1,4.2,10.6,0.397,1.8,4.8,0.385,2.4,5.8,0.407,0.484,1.9,2.4,0.797,0.6,2.3,2.9,2.4,0.8,0.2,1.3,2.1,12.2,42500000,0.10005729411764706
220,2001,1070280.0,SF,UTA,2,11.5,1.4,3.5,0.407,0.3,0.7,0.36,1.2,2.8,0.418,0.443,0.4,0.6,0.714,0.4,0.9,1.3,0.5,0.3,0.3,0.5,2.2,3.5,42500000,0.025183058823529413
221,2001,4413375.0,PF,SEA,78,34.9,5.5,11.4,0.48,1.6,3.7,0.432,3.9,7.7,0.503,0.55,2.3,2.7,0.826,1.8,5.1,6.9,1.6,1.2,0.6,1.7,2.4,14.8,42500000,0.10384411764705882
224,2001,2400000.0,PF,VAN,27,22.8,2.1,4.8,0.439,0.1,0.2,0.267,2.1,4.6,0.447,0.445,1.7,2.4,0.713,1.2,3.0,4.2,1.3,1.1,0.2,0.9,2.4,6.0,42500000,0.05647058823529412
227,2001,1700000.0,PG,LAL,1,12.3,1.3,3.1,0.427,0.3,0.9,0.324,1.0,2.2,0.47,0.474,0.5,0.6,0.792,0.1,0.7,0.8,1.2,0.5,0.0,0.7,1.4,3.4,42500000,0.04
228,2001,2400000.0,SF,PHI,80,32.3,3.3,7.5,0.445,0.2,0.7,0.263,3.2,6.8,0.463,0.457,1.5,2.1,0.719,2.4,4.8,7.2,1.7,1.2,0.4,1.3,2.7,8.4,42500000,0.05647058823529412
230,2001,965850.0,SF,MIA,1,9.5,1.3,2.5,0.5,0.3,0.3,1.0,1.0,2.3,0.444,0.55,1.1,1.5,0.75,0.9,1.4,2.3,0.5,0.6,0.1,1.3,1.1,3.9,42500000,0.022725882352941176
231,2001,759960.0,PF,LAL,3,9.2,0.8,1.6,0.487,0.0,0.0,1.0,0.8,1.6,0.482,0.491,0.4,0.5,0.703,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1.6,2.0,42500000,0.017881411764705882
232,2001,1448400.0,SF,LAC,9,19.7,3.3,7.1,0.462,0.2,0.8,0.304,3.0,6.2,0.483,0.479,3.2,4.2,0.774,1.3,2.9,4.2,1.2,0.5,0.1,1.5,2.0,10.0,42500000,0.03408
233,2001,1048080.0,C,CHH,0,14.8,1.6,3.7,0.45,0.0,0.0,0.0,1.6,3.6,0.454,0.45,1.3,2.0,0.655,1.4,2.6,4.0,0.4,0.2,1.1,0.8,1.9,4.6,42500000,0.024660705882352942
234,2001,1000000.0,SG,MIA,19,24.6,1.6,4.9,0.336,1.1,3.4,0.315,0.6,1.5,0.385,0.446,0.7,0.8,0.818,0.4,2.8,3.1,1.7,1.0,0.3,0.7,1.8,5.0,42500000,0.023529411764705882
235,2001,17500000.0,PF,UTA,81,35.7,8.3,16.6,0.498,0.0,0.1,0.4,8.2,16.5,0.499,0.499,6.6,8.3,0.793,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7,23.2,42500000,0.4117647058823529
236,2001,2543750.0,PG,ATL,27,25.5,2.7,6.3,0.42,0.9,2.6,0.359,1.7,3.7,0.461,0.493,0.5,0.6,0.765,0.3,1.9,2.1,2.8,1.0,0.1,1.3,1.7,6.7,42500000,0.05985294117647059
237,2001,1500000.0,PF,UTA,0,15.9,3.0,6.1,0.494,0.1,0.3,0.25,2.9,5.8,0.508,0.501,1.2,1.7,0.729,0.8,1.8,2.6,1.1,0.6,0.4,1.2,2.7,7.4,42500000,0.03529411764705882
238,2001,11250000.0,PG,NJN,67,38.2,8.4,19.1,0.441,1.6,5.0,0.328,6.8,14.1,0.481,0.484,5.4,6.8,0.79,0.8,2.3,3.1,7.6,1.2,0.1,2.9,2.2,23.9,42500000,0.2647058823529412
239,2001,1778160.0,SF,PHO,79,36.2,7.1,14.7,0.48,0.3,1.0,0.256,6.8,13.6,0.497,0.489,3.0,3.7,0.81,2.8,7.9,10.7,2.0,1.7,1.4,1.6,2.7,17.3,42500000,0.04183905882352941
240,2001,6510000.0,SF,UTA,49,28.7,5.3,10.5,0.503,0.5,1.6,0.32,4.8,8.9,0.535,0.527,2.5,3.4,0.751,2.1,4.9,7.0,1.6,1.0,1.0,1.6,2.4,13.6,42500000,0.1531764705882353
241,2001,778350.0,PG,SAC,0,5.7,0.9,2.5,0.382,0.5,0.9,0.519,0.5,1.6,0.306,0.474,1.0,1.1,0.886,0.1,0.5,0.5,0.5,0.2,0.0,0.3,0.9,3.3,42500000,0.018314117647058824
242,2001,3801960.0,PF,NJN,68,33.4,5.1,11.4,0.445,0.0,0.2,0.091,5.1,11.3,0.45,0.446,1.8,2.8,0.63,2.0,5.4,7.4,1.9,1.1,1.7,2.0,4.1,12.0,42500000,0.08945788235294118
243,2001,6975000.0,SF,CHH,76,39.3,7.5,18.3,0.413,1.4,3.8,0.356,6.2,14.5,0.428,0.45,3.7,4.8,0.766,1.2,6.4,7.6,5.4,1.1,0.2,2.8,2.4,20.1,42500000,0.16411764705882353
245,2001,1155240.0,SF,SEA,14,19.5,2.4,5.6,0.431,0.2,0.9,0.269,2.2,4.8,0.46,0.451,0.9,1.2,0.736,0.9,2.3,3.2,0.8,0.5,0.3,0.7,1.9,5.9,42500000,0.027182117647058822
247,2001,473000.0,PG,TOT,6,15.3,1.7,5.2,0.327,0.8,2.6,0.306,0.9,2.6,0.348,0.404,0.5,0.7,0.656,0.1,1.4,1.5,1.1,0.5,0.1,0.8,1.5,4.7,42500000,0.011129411764705882
248,2001,3125000.0,PF,BOS,3,8.0,0.8,2.1,0.357,0.3,0.9,0.339,0.4,1.2,0.371,0.433,0.4,0.5,0.786,0.4,1.0,1.4,0.7,0.2,0.1,0.3,1.4,2.2,42500000,0.07352941176470588
250,2001,2400000.0,SF,DEN,8,26.4,3.3,8.6,0.382,1.0,3.1,0.329,2.3,5.5,0.411,0.44,2.0,2.4,0.84,0.7,2.2,2.9,3.7,0.7,0.4,1.5,2.2,9.6,42500000,0.05647058823529412
253,2001,10865250.0,SG,ORL,77,40.1,10.2,22.4,0.457,0.8,2.2,0.355,9.5,20.2,0.468,0.474,5.6,7.6,0.733,2.5,5.0,7.5,4.6,1.5,1.5,2.6,2.1,26.8,42500000,0.2556529411764706
255,2001,590850.0,PG,LAC,81,35.0,5.3,11.5,0.463,0.6,1.8,0.361,4.7,9.7,0.482,0.491,1.6,2.0,0.807,0.5,2.2,2.7,5.5,0.9,0.1,1.4,2.5,12.9,42500000,0.01390235294117647
256,2001,6000000.0,SF,IND,20,15.0,0.9,2.1,0.441,0.1,0.3,0.2,0.8,1.8,0.483,0.456,0.3,0.4,0.778,0.7,1.9,2.7,1.1,0.7,0.2,0.7,2.1,2.2,42500000,0.1411764705882353
257,2001,4000000.0,SG,PHI,33,31.5,4.4,9.4,0.473,0.7,2.2,0.312,3.8,7.2,0.524,0.511,2.0,2.6,0.768,0.4,3.7,4.1,5.0,1.4,0.1,2.7,2.3,11.6,42500000,0.09411764705882353
258,2001,1509001.0,SF,TOT,25,26.3,4.1,9.5,0.437,0.1,0.6,0.091,4.1,8.9,0.461,0.44,1.3,1.5,0.882,1.1,2.3,3.4,1.7,0.7,0.2,1.7,2.6,9.6,42500000,0.03550590588235294
260,2001,465850.0,PF,LAL,0,5.6,1.7,3.6,0.48,0.1,0.1,1.0,1.6,3.4,0.458,0.5,1.0,1.7,0.583,0.1,1.1,1.3,0.3,0.1,0.1,0.4,1.3,4.6,42500000,0.010961176470588235
261,2001,6750000.0,SG,CHI,61,41.6,8.2,18.4,0.446,0.2,0.8,0.304,8.0,17.6,0.452,0.452,3.1,3.7,0.825,1.2,2.7,3.9,3.3,1.3,0.4,2.1,2.4,19.7,42500000,0.1588235294117647
262,2001,2067960.0,C,CLE,43,19.8,2.9,6.6,0.442,0.0,0.0,0.0,2.9,6.6,0.444,0.442,1.7,2.1,0.794,1.8,2.9,4.7,0.3,0.3,0.9,1.4,2.6,7.6,42500000,0.048657882352941176
263,2001,3054840.0,SF,LAC,21,26.3,3.9,7.8,0.505,0.0,0.2,0.053,3.9,7.5,0.519,0.506,1.5,2.9,0.521,1.6,4.3,5.9,1.2,0.6,1.5,1.8,2.4,9.4,42500000,0.07187858823529411
264,2001,1934520.0,PG,CLE,82,34.7,5.5,12.2,0.452,0.2,0.8,0.266,5.3,11.4,0.465,0.461,4.6,5.5,0.833,1.1,3.2,4.4,8.0,1.5,0.3,3.2,2.8,15.8,42500000,0.04551811764705883
266,2001,4400000.0,C,CHI,45,25.2,2.9,6.8,0.435,0.0,0.1,0.2,2.9,6.7,0.438,0.437,2.9,4.0,0.743,2.5,4.8,7.4,1.9,0.6,0.7,1.3,3.1,8.9,42500000,0.10352941176470588
267,2001,2494080.0,SF,ORL,62,29.1,4.5,10.3,0.436,1.8,4.4,0.407,2.7,5.9,0.457,0.523,1.1,1.6,0.711,0.8,3.2,4.0,1.7,0.6,0.2,1.2,2.4,11.9,42500000,0.05868423529411765
268,2001,12045075.0,SG,IND,81,39.3,6.4,14.5,0.44,2.1,5.7,0.366,4.3,8.8,0.487,0.512,4.0,4.3,0.928,0.5,3.0,3.5,3.2,1.0,0.2,1.6,2.0,18.9,42500000,0.28341352941176473
269,2001,5400000.0,SF,GSW,8,32.9,4.7,12.7,0.372,0.5,1.7,0.28,4.3,11.1,0.386,0.39,2.1,2.4,0.861,1.6,4.6,6.2,1.2,0.6,0.3,1.3,2.9,12.0,42500000,0.12705882352941175
271,2001,1000000.0,SF,MIN,4,12.0,1.4,3.5,0.408,0.1,0.5,0.209,1.3,3.0,0.443,0.424,0.5,0.7,0.727,0.3,1.2,1.5,0.7,0.3,0.1,0.4,1.4,3.5,42500000,0.023529411764705882
272,2001,4413375.0,SG,HOU,49,38.0,6.7,15.4,0.434,1.1,3.2,0.357,5.5,12.2,0.454,0.471,5.0,6.0,0.831,1.1,4.0,5.0,2.5,1.1,0.3,2.1,2.1,19.5,42500000,0.10384411764705882
273,2001,4500000.0,C,TOT,22,15.7,3.0,6.4,0.477,0.0,0.0,0.0,3.0,6.3,0.478,0.477,1.5,2.2,0.706,2.0,3.3,5.3,0.3,0.5,0.6,1.1,1.9,7.6,42500000,0.10588235294117647
276,2001,2531250.0,C,DET,2,14.2,1.6,3.3,0.493,0.0,0.0,0.0,1.6,3.3,0.494,0.493,1.2,1.6,0.731,1.5,2.4,3.9,0.4,0.3,0.8,0.9,2.5,4.4,42500000,0.05955882352941176
278,2001,18754800.0,C,MIA,3,23.5,5.6,10.8,0.518,0.0,0.1,0.0,5.6,10.8,0.521,0.518,2.4,4.2,0.564,2.7,5.1,7.8,0.9,0.3,2.4,2.2,1.8,13.6,42500000,0.4412894117647059
280,2001,3750000.0,SF,CLE,46,28.5,5.0,11.9,0.423,0.8,2.1,0.37,4.2,9.7,0.434,0.456,2.0,2.7,0.735,1.3,3.0,4.4,1.6,1.1,0.3,1.8,2.2,12.8,42500000,0.08823529411764706
281,2001,3400000.0,SF,TOT,1,11.5,1.8,4.9,0.379,0.7,2.0,0.35,1.1,2.8,0.4,0.452,0.6,0.8,0.786,0.4,1.2,1.6,0.5,0.2,0.1,0.5,1.0,5.0,42500000,0.08
284,2001,465850.0,SF,CHH,0,11.2,1.6,3.2,0.485,0.0,0.0,0.0,1.6,3.2,0.489,0.485,0.8,1.0,0.744,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.4,3.9,42500000,0.010961176470588235
286,2001,5750000.0,PG,DAL,70,34.1,5.5,11.3,0.487,1.3,3.1,0.406,4.2,8.2,0.518,0.544,3.3,3.7,0.895,0.7,2.5,3.2,7.3,1.0,0.1,2.9,2.3,15.6,42500000,0.13529411764705881
287,2001,3260000.0,SF-SG,TOT,34,25.1,3.0,8.5,0.357,0.8,2.9,0.272,2.3,5.6,0.4,0.403,1.4,1.7,0.802,0.8,2.0,2.8,1.2,0.8,0.3,1.0,2.5,8.3,42500000,0.07670588235294118
290,2001,2675000.0,SG,NJN,17,25.0,3.5,8.5,0.419,0.7,2.1,0.335,2.8,6.3,0.447,0.461,3.1,3.6,0.855,0.4,1.7,2.1,1.4,0.8,0.1,1.3,2.8,10.9,42500000,0.06294117647058824
291,2001,3600000.0,PG,HOU,6,20.2,2.2,5.0,0.446,0.3,1.1,0.281,1.9,4.0,0.491,0.476,1.8,2.4,0.778,0.5,1.9,2.4,3.5,0.8,0.0,1.3,1.0,6.6,42500000,0.08470588235294117
292,2001,2157595.0,PF,DAL,82,38.1,7.2,15.2,0.474,1.8,4.8,0.387,5.4,10.5,0.513,0.534,5.5,6.6,0.838,1.5,7.7,9.2,2.1,1.0,1.2,1.9,3.0,21.8,42500000,0.05076694117647059
293,2001,6325000.0,C,IND,80,32.6,5.0,10.7,0.465,0.0,0.1,0.0,5.0,10.7,0.468,0.465,2.9,4.8,0.601,3.1,6.7,9.8,1.2,0.6,2.8,2.0,3.5,12.9,42500000,0.14882352941176472
294,2001,21428572.0,C,LAL,74,39.5,11.0,19.2,0.572,0.0,0.0,0.0,11.0,19.2,0.573,0.572,6.7,13.1,0.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,42500000,0.504201694117647
295,2001,6545000.0,PF,TOR,77,35.5,3.9,10.1,0.388,0.1,0.6,0.224,3.8,9.4,0.399,0.395,1.6,1.9,0.836,1.8,7.7,9.5,3.4,1.0,0.6,1.8,3.3,9.6,42500000,0.154
296,2001,2812320.0,PF,LAC,74,37.3,6.3,13.8,0.46,1.1,3.3,0.316,5.3,10.4,0.506,0.498,3.4,5.1,0.679,1.4,6.3,7.8,5.2,1.0,1.6,3.5,3.1,17.2,42500000,0.06617223529411764
297,2001,5061539.0,C,HOU,55,26.6,4.9,9.8,0.498,0.0,0.0,0.0,4.9,9.8,0.499,0.498,2.1,3.4,0.621,2.1,5.3,7.4,1.2,1.2,1.5,1.4,2.4,11.9,42500000,0.11909503529411765
298,2001,590850.0,PG,TOT,4,13.2,1.1,2.7,0.396,0.0,0.0,0.333,1.1,2.7,0.397,0.398,0.9,1.3,0.708,0.2,1.1,1.4,2.1,0.4,0.0,0.7,1.2,3.1,42500000,0.01390235294117647
300,2001,6933328.0,C,UTA,3,18.4,1.7,3.5,0.495,0.0,0.0,0.5,1.7,3.4,0.495,0.496,1.0,1.9,0.556,2.0,3.1,5.1,0.3,0.3,1.8,0.8,2.7,4.5,42500000,0.1631371294117647
301,2001,6000000.0,PF,ORL,69,31.7,2.8,4.6,0.614,0.0,0.0,0.5,2.8,4.6,0.615,0.615,1.6,2.8,0.573,2.6,5.1,7.7,2.8,1.3,1.7,1.8,3.0,7.3,42500000,0.1411764705882353
306,2001,781680.0,PF,UTA,0,4.7,0.7,1.6,0.419,0.2,0.3,0.556,0.5,1.3,0.382,0.477,0.6,0.7,0.75,0.7,0.7,1.4,0.2,0.2,0.1,0.4,0.8,2.1,42500000,0.018392470588235295
307,2001,690000.0,PG,BOS,6,19.7,2.2,4.6,0.472,0.2,0.6,0.333,2.0,4.0,0.494,0.494,1.3,1.6,0.848,0.4,1.3,1.8,2.6,0.8,0.0,1.4,1.4,5.9,42500000,0.01623529411764706
309,2001,715850.0,C,TOT,31,16.2,2.1,4.2,0.489,0.0,0.1,0.0,2.1,4.1,0.5,0.489,0.5,0.7,0.705,1.1,2.4,3.5,0.7,0.4,0.6,0.6,1.9,4.6,42500000,0.016843529411764705
310,2001,4538000.0,SF,SEA,22,27.1,4.9,9.9,0.494,0.0,0.5,0.056,4.8,9.4,0.516,0.495,3.2,4.8,0.681,2.4,2.6,5.0,2.1,1.4,0.6,2.0,2.3,13.0,42500000,0.10677647058823529
311,2001,12926493.0,PG,SEA,79,41.1,9.2,20.1,0.456,1.3,3.4,0.375,7.9,16.7,0.472,0.488,3.4,4.5,0.766,0.9,3.6,4.6,8.1,1.6,0.3,2.6,2.3,23.1,42500000,0.30415277647058825
312,2001,2978500.0,SG,MIN,41,28.3,4.1,9.8,0.421,1.3,3.4,0.391,2.8,6.3,0.437,0.489,1.0,1.2,0.862,0.6,2.0,2.6,2.6,1.2,0.2,1.4,2.2,10.5,42500000,0.07008235294117647
313,2001,28405.0,PG,LAL,0,16.1,1.7,4.2,0.414,1.0,2.6,0.396,0.7,1.6,0.446,0.538,0.5,0.6,0.903,0.2,1.0,1.2,1.3,0.4,0.0,0.6,1.1,5.0,42500000,0.0006683529411764706
317,2001,6300000.0,SG,CLE,22,21.8,2.9,6.6,0.438,0.8,1.9,0.405,2.1,4.7,0.452,0.497,0.5,0.7,0.8,0.3,2.7,3.0,1.5,0.6,0.3,0.9,1.4,7.1,42500000,0.14823529411764705
318,2001,966000.0,SG,TOR,49,22.6,3.6,8.4,0.431,0.8,2.1,0.382,2.8,6.4,0.447,0.478,1.3,1.8,0.717,1.4,1.8,3.2,1.3,0.8,0.3,1.0,2.1,9.3,42500000,0.022729411764705883
319,2001,3000000.0,SG,LAC,40,26.5,3.6,8.3,0.433,1.5,3.7,0.404,2.1,4.6,0.456,0.522,2.0,2.2,0.873,0.7,2.3,3.0,1.2,0.6,0.2,0.9,1.5,10.6,42500000,0.07058823529411765
320,2001,2051271.0,SF,BOS,82,38.0,8.4,18.5,0.454,1.8,4.7,0.383,6.6,13.8,0.478,0.503,6.7,9.0,0.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,25.3,42500000,0.0482652
